origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
SDN,True,True,AUS,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUS,False,False,REF,all,all,None,None,49,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,ASY,all,all,None,None,96,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,AUT,False,False,REF,all,all,None,None,237,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,ASY,all,all,None,None,58,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,f,all,None,None,20,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,m,all,None,None,45,2011-01-01,2011-12-31
SDN,True,True,BEL,False,False,REF,all,all,None,None,65,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,m,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,ASY,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,18-59,18,59,8,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,m,all,None,None,8,2011-01-01,2011-12-31
SDN,True,True,BEN,False,False,REF,all,all,None,None,8,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,12-17,12,17,7,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,m,all,None,None,7,2011-01-01,2011-12-31
SDN,True,True,BFA,True,True,REF,all,all,None,None,7,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,ASY,all,all,None,None,9,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,m,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BGR,False,True,REF,all,all,None,None,183,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,5-11,5,11,6,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,f,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,18-59,18,59,10,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,m,all,None,None,10,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,ASY,all,all,None,None,16,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,18-59,18,59,6,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,f,all,None,None,6,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,18-59,18,59,29,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,m,all,None,None,34,2011-01-01,2011-12-31
SDN,True,True,BRA,False,True,REF,all,all,None,None,40,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,18-59,18,59,7,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,m,all,None,None,7,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,ASY,all,all,None,None,7,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,18-59,18,59,12,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,m,all,None,None,12,2011-01-01,2011-12-31
SDN,True,True,BWA,False,False,REF,all,all,None,None,12,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,0-4,0,4,18,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,5-11,5,11,30,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,12-17,12,17,46,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,18-59,18,59,84,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,f,all,None,None,178,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,0-4,0,4,32,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,5-11,5,11,24,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,12-17,12,17,27,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,18-59,18,59,179,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,60+,60,None,5,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,m,all,None,None,267,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,ASY,all,all,None,None,445,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,0-4,0,4,309,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,5-11,5,11,175,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,12-17,12,17,214,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,18-59,18,59,372,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,60+,60,None,28,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,f,all,None,None,1098,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,0-4,0,4,357,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,5-11,5,11,176,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,12-17,12,17,169,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,18-59,18,59,272,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,60+,60,None,48,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,m,all,None,None,1022,2011-01-01,2011-12-31
SDN,True,True,CAF,True,True,REF,all,all,None,None,2120,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,0-4,0,4,7,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,18-59,18,59,15,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,f,all,None,None,22,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,5-11,5,11,6,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,12-17,12,17,6,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,18-59,18,59,37,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,m,all,None,None,49,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,ASY,all,all,None,None,71,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,0-4,0,4,6,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,5-11,5,11,14,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,12-17,12,17,7,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,18-59,18,59,43,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,60+,60,None,5,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,f,all,None,None,75,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,0-4,0,4,11,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,5-11,5,11,12,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,12-17,12,17,12,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,18-59,18,59,94,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,60+,60,None,5,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,m,all,None,None,134,2011-01-01,2011-12-31
SDN,True,True,CAN,False,False,REF,all,all,None,None,1238,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,0-4,0,4,10,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,18-59,18,59,13,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,f,all,None,None,23,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,0-4,0,4,6,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,18-59,18,59,73,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,m,all,None,None,84,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,ASY,all,all,None,None,107,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,18-59,18,59,13,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,f,all,None,None,46,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,0-4,0,4,5,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,5-11,5,11,11,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,12-17,12,17,5,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,18-59,18,59,35,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,m,all,None,None,104,2011-01-01,2011-12-31
SDN,True,True,CHE,False,False,REF,all,all,None,None,150,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,18-59,18,59,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,f,all,None,None,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,m,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,CIV,False,False,REF,all,all,None,None,5,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,0-4,0,4,6,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,f,all,None,None,11,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,5-11,5,11,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,18-59,18,59,44,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,m,all,None,None,44,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,ASY,all,all,None,None,55,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,5-11,5,11,6,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,18-59,18,59,5,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,f,all,None,None,11,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,0-4,0,4,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,5-11,5,11,5,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,12-17,12,17,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,18-59,18,59,36,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,60+,60,None,0,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,m,all,None,None,41,2011-01-01,2011-12-31
SDN,True,True,CMR,True,True,REF,all,all,None,None,52,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,0-4,0,4,159,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,5-11,5,11,182,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,12-17,12,17,188,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,18-59,18,59,557,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,60+,60,None,87,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,f,all,None,None,1173,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,m,0-4,0,4,172,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,m,5-11,5,11,214,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,m,12-17,12,17,196,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,m,18-59,18,59,607,2011-01-01,2011-12-31
SDN,True,True,COD,True,True,REF,m,60+,60,None,142,2011-01-01,2011-12-31
