origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
SDN,True,True,ITA,False,False,ASY,all,all,None,None,153,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,ITA,False,False,REF,all,all,None,None,2530,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,0-4,0,4,90,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,5-11,5,11,83,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,12-17,12,17,45,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,18-59,18,59,276,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,60+,60,None,12,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,f,all,None,None,506,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,0-4,0,4,99,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,5-11,5,11,91,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,12-17,12,17,49,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,18-59,18,59,1442,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,60+,60,None,16,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,m,all,None,None,1697,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,ASY,all,all,None,None,2203,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,0-4,0,4,59,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,5-11,5,11,73,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,12-17,12,17,30,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,18-59,18,59,118,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,60+,60,None,5,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,f,all,None,None,285,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,0-4,0,4,69,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,5-11,5,11,69,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,12-17,12,17,37,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,18-59,18,59,536,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,60+,60,None,17,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,m,all,None,None,728,2014-01-01,2014-12-31
SDN,True,True,JOR,False,True,REF,all,all,None,None,1013,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,m,all,None,None,9,2014-01-01,2014-12-31
SDN,True,True,JPN,False,False,REF,all,all,None,None,14,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,0-4,0,4,191,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,5-11,5,11,474,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,12-17,12,17,508,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,18-59,18,59,776,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,60+,60,None,18,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,f,all,None,None,1967,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,0-4,0,4,249,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,5-11,5,11,661,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,12-17,12,17,1234,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,18-59,18,59,2129,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,60+,60,None,10,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,m,all,None,None,4283,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,ASY,all,all,None,None,6250,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,0-4,0,4,105,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,5-11,5,11,143,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,12-17,12,17,120,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,18-59,18,59,445,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,60+,60,None,5,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,f,all,None,None,818,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,0-4,0,4,130,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,5-11,5,11,178,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,12-17,12,17,201,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,18-59,18,59,2049,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,60+,60,None,5,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,m,all,None,None,2563,2014-01-01,2014-12-31
SDN,True,True,KEN,False,True,REF,all,all,None,None,3381,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,18-59,18,59,10,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,m,all,None,None,10,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,ASY,all,all,None,None,10,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,18-59,18,59,8,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,m,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,KOR,False,False,REF,all,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,KWT,False,False,ASY,all,all,None,None,15,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,0-4,0,4,47,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,5-11,5,11,22,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,18-59,18,59,44,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,f,all,None,None,113,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,0-4,0,4,32,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,5-11,5,11,22,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,12-17,12,17,7,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,18-59,18,59,908,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,60+,60,None,5,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,m,all,None,None,974,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,ASY,all,all,None,None,1087,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,0-4,0,4,5,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,OOC,all,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,0-4,0,4,24,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,5-11,5,11,22,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,12-17,12,17,6,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,18-59,18,59,35,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,f,all,None,None,87,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,0-4,0,4,14,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,5-11,5,11,19,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,12-17,12,17,10,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,18-59,18,59,227,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,m,all,None,None,270,2014-01-01,2014-12-31
SDN,True,True,LBN,False,True,REF,all,all,None,None,357,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,0-4,0,4,5,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,18-59,18,59,9,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,m,all,None,None,9,2014-01-01,2014-12-31
SDN,True,True,LBR,False,False,REF,all,all,None,None,14,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,0-4,0,4,19,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,5-11,5,11,42,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,12-17,12,17,39,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,18-59,18,59,208,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,f,all,None,None,308,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,0-4,0,4,29,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,5-11,5,11,48,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,12-17,12,17,34,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,18-59,18,59,966,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,60+,60,None,30,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,m,all,None,None,1107,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,ASY,all,all,None,None,1415,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,0-4,0,4,5,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,5-11,5,11,32,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,12-17,12,17,41,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,18-59,18,59,198,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,60+,60,None,6,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,f,all,None,None,282,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,0-4,0,4,5,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,5-11,5,11,39,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,12-17,12,17,30,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,18-59,18,59,275,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,60+,60,None,27,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,m,all,None,None,376,2014-01-01,2014-12-31
SDN,True,True,LBY,False,True,REF,all,all,None,None,658,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,m,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,LUX,False,False,ASY,all,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,12-17,12,17,5,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,18-59,18,59,10,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,m,all,None,None,10,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,ASY,all,all,None,None,15,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,18-59,18,59,5,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,m,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MAR,False,False,REF,all,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,18-59,18,59,8,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,m,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,MDA,False,True,REF,all,all,None,None,8,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,18-59,18,59,6,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,m,all,None,None,6,2014-01-01,2014-12-31
SDN,True,True,MKD,False,False,ASY,all,all,None,None,6,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,ASY,all,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,f,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,m,all,None,None,0,2014-01-01,2014-12-31
SDN,True,True,MLT,False,False,REF,all,all,None,None,195,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,18-59,18,59,5,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,18-59,18,59,11,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,m,all,None,None,11,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,ASY,all,all,None,None,16,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,5-11,5,11,5,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,12-17,12,17,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,18-59,18,59,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,60+,60,None,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,f,all,None,None,5,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,m,0-4,0,4,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,m,5-11,5,11,0,2014-01-01,2014-12-31
SDN,True,True,MOZ,True,True,REF,m,12-17,12,17,0,2014-01-01,2014-12-31
