isoab,name,pg_id,month_id,main_mean,main_mean_ln,main_dich
#country+code,#country+name,#priogrid+id,#date+month+id,#fatalities+pred+num,#fatalities+pred+ln+num,#fatalities+pred+prob
SDN,Sudan,153052,551,0.1337,0.1255,0.4179
SDN,Sudan,153053,551,0.0597,0.058,0.0534
SDN,Sudan,153054,551,0.0474,0.0463,0.035
SDN,Sudan,153055,551,0.0267,0.0263,0.0168
SDN,Sudan,153056,551,0.024,0.0237,0.0152
SDN,Sudan,153057,551,0.0244,0.0241,0.0154
SDN,Sudan,153058,551,0.0197,0.0195,0.013
SDN,Sudan,153059,551,0.0207,0.0205,0.0135
SDN,Sudan,153060,551,0.0243,0.024,0.0154
SDN,Sudan,153061,551,0.0157,0.0156,0.0113
SDN,Sudan,153062,551,0.0263,0.026,0.0165
SDN,Sudan,153063,551,0.0411,0.0403,0.0281
SDN,Sudan,153064,551,0.1503,0.14,0.5545
SDN,Sudan,153065,551,2.5346,1.2626,1.0
SDN,Sudan,153066,551,1.7021,0.994,1.0
SDN,Sudan,153067,551,0.1962,0.1792,0.8448
SDN,Sudan,153068,551,1.1763,0.7776,1.0
SDN,Sudan,153069,551,0.0888,0.085,0.1351
SDN,Sudan,153070,551,0.0317,0.0312,0.0201
SDN,Sudan,153071,551,0.0158,0.0157,0.0113
SDN,Sudan,153072,551,0.0157,0.0156,0.0112
SDN,Sudan,153073,551,0.016,0.0159,0.0114
SDN,Sudan,153074,551,0.0172,0.0171,0.0119
SDN,Sudan,153769,551,0.0406,0.0398,0.0276
SDN,Sudan,153770,551,0.0603,0.0586,0.0544
SDN,Sudan,153771,551,0.1289,0.1212,0.3795
SDN,Sudan,153772,551,0.0553,0.0538,0.0459
SDN,Sudan,153773,551,0.0364,0.0358,0.0238
SDN,Sudan,153774,551,0.0317,0.0312,0.0201
SDN,Sudan,153775,551,0.0208,0.0206,0.0136
SDN,Sudan,153776,551,0.0206,0.0204,0.0135
SDN,Sudan,153777,551,0.0197,0.0195,0.013
SDN,Sudan,153778,551,0.0172,0.0171,0.0119
SDN,Sudan,153779,551,0.0175,0.0174,0.012
SDN,Sudan,153780,551,0.0166,0.0165,0.0116
SDN,Sudan,153781,551,0.0196,0.0194,0.013
SDN,Sudan,153782,551,0.0181,0.0179,0.0123
SDN,Sudan,153783,551,0.0311,0.0307,0.0197
SDN,Sudan,153784,551,0.0585,0.0568,0.0511
SDN,Sudan,153785,551,0.145,0.1354,0.5113
SDN,Sudan,153786,551,0.1412,0.1321,0.4799
SDN,Sudan,153787,551,0.0636,0.0617,0.0608
SDN,Sudan,153788,551,0.101,0.0962,0.1924
SDN,Sudan,153789,551,0.0468,0.0458,0.0343
SDN,Sudan,153790,551,0.022,0.0218,0.0142
SDN,Sudan,153791,551,0.014,0.0139,0.0106
